번호,개방서비스명,소재지전화,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,좌표정보x(epsg5174),좌표정보y(epsg5174)
1734,동물약국,062-655-0073,광주광역시 서구 금호동 239-22번지 신화빌딩 104호,"광주광역시 서구 화개1로79번길 3, 신화빌딩 104호 (금호동)",62012,금호동동물약국,186689.448263121,181323.468602695
1735,동물약국,,서울특별시 송파구 가락동 164-24번지 동희빌딩,"서울특별시 송파구 동남로 217, 동희빌딩 동희빌딩1층 (가락동)",05820,송파제일약국,211577.85330384,443847.278320975
1736,동물약국,,경상북도 포항시 북구 죽도동 52-2번지 굿모닝메디칼센터,"경상북도 포항시 북구 중흥로 319, 굿모닝메디칼센터 (죽도동)",37745,헬스플러스약국,413016.904774666,283735.477684559
1737,동물약국,0613338275,전라남도 나주시 중앙동 4-10번지,전라남도 나주시 나주로 195 (중앙동),58255,나주종로약국,174509.204429207,170605.348955678
1738,동물약국,,경기도 평택시 비전동 629-5번지,경기도 평택시 중앙1로56번길 22-10 (비전동),17895,시민약국,207788.057787273,388349.375825172
1739,동물약국,051-251-3788,울산광역시 동구 서부동 181-38번지,"울산광역시 동구 방어진순환도로 937, 청춘약국 (서부동)",44030,청춘약국,420608.155312791,227730.682868937
1740,동물약국,031-821-2481,경기도 양주시 광사동 654-4 가보프라자,"경기도 양주시 고읍남로 18, 가보프라자 (광사동)",11492,스마일약국,206925.338257842,476941.670550549
1741,동물약국,070-8719-1987,서울특별시 영등포구 대림동 710-12번지 대림빌딩,"서울특별시 영등포구 도림로 157, 대림빌딩 102호 (대림동)",07413,서울성모약국,190998.394353858,443603.26278376
1742,동물약국,,충청북도 청주시 흥덕구 봉명동 2476번지,"충청북도 청주시 흥덕구 덕암로 45, 1층 (봉명동)",28461,민들레 한약국,240985.675065902,350318.889223706
1743,동물약국,031-944-7107,경기도 파주시 탄현면 법흥리 1722번지 한사랑내과 101호,"경기도 파주시 탄현면 사슴벌레로 28, 한사랑내과 1층 1호",10861,한솔약국,173742.483607998,474812.846315411
1744,동물약국,051-728-7727,부산광역시 기장군 정관읍 용수리 1328-3번지 1층 102호,"부산광역시 기장군 정관읍 정관로 495, 1층 102호",46015,드림약국,397313.663355554,205105.529392307
1745,동물약국,,경기도 성남시 중원구 성남동 3187번지 대동빌딩,"경기도 성남시 중원구 광명로 17, 대동빌딩 1층 (성남동)",13355,기승전 휴베이스약국,211529.164231468,436814.911504063
1746,동물약국,055-633-7903,경상남도 거제시 상동동 861번지,경상남도 거제시 상동5길 79 (상동동),53292,미리내약국,349182.850768258,152854.763564882
1747,동물약국,906-2409,서울특별시 강북구 수유동 191-17번지,"서울특별시 강북구 도봉로 339, 1층 (수유동)",01074,7번약국,202180.54338594,459543.346332823
1748,동물약국,0553465572,경상남도 김해시 진영읍 진영리 285-16번지,"경상남도 김해시 진영읍 김해대로334번길 9-2, 1층",50865,단감약국,357071.990842107,202074.441515208
1749,동물약국,064-722-3388,제주특별자치도 제주시 이도이동 1058-12,"제주특별자치도 제주시 연삼로 395, 1층 (이도이동)",63210,둘셋약국,156598.337572817,-39.5404409410577
1750,동물약국,,울산광역시 동구 전하동 662-1번지,울산광역시 동구 진성4길 57 (전하동),44047,남산약국,420026.684709664,225958.443355541
1751,동물약국,,충청남도 천안시 동남구 신부동 462-2번지,충청남도 천안시 동남구 만남로 42 (신부동),31123,동행약국,213926.934860207,368589.88560981
1752,동물약국,02-473-9779,서울특별시 강동구 둔촌동 99-7번지 양지약국,"서울특별시 강동구 진황도로61길 56, 둔촌동 동 (둔촌동)",05369,양지약국,212844.152284222,447332.475328322
1753,동물약국,070-4178-6345,대구광역시 달성군 다사읍 매곡리 1546-11번지,대구광역시 달성군 다사읍 달구벌대로 873,42914,다정약국,332296.485892603,263030.522626514
1754,동물약국,031-633-1551,경기도 이천시 마장면 오천리 56-75번지,"경기도 이천시 마장면 오천로 49, 마장더퍼스트 103동 104호",17387,마장 온누리약국,231283.979983139,416824.327033356
1755,동물약국,02-3157-2088,서울특별시 은평구 갈현동 396-12번지 연신내진원와이타운 103호,"서울특별시 은평구 통일로 855-8, 연신내진원와이타운 103호 (갈현동)",03330,아름다운달과별약국,192888.942502003,457417.384961226
1756,동물약국,,서울특별시 송파구 신천동 28번지 잠실광역환승센터,"서울특별시 송파구 잠실로 지하 156, 잠실광역환승센터 (신천동)",05608,환승센터약국,208869.057107031,445567.731710107
1757,동물약국,052-273-3999,울산광역시 남구 신정동 797-5번지,"울산광역시 남구 수암로 42, 1층 (신정동)",44740,다나약국,409693.435927249,228167.13586774
1758,동물약국,,경기도 용인시 처인구 남사면 완장리 954번지 e편한세상 용인 한숲시티,"경기도 용인시 처인구 남사면 한숲로 84, 129호 (e편한세상 용인 한숲시티)",17117,우리들온누리약국,215347.770897251,405879.277903741
1759,동물약국,070-7723-9559,경기도 고양시 일산동구 마두동 731번지 서울코아 103호,"경기도 고양시 일산동구 강촌로 157, 서울코아 103호 (마두동)",10417,뉴코아약국,181488.441744413,461275.082495839
1760,동물약국,,대구광역시 수성구 범어동 206-4번지,대구광역시 수성구 달구벌대로 2514 (범어동),42088,신종합약국,347850.494927233,263288.755344216
1761,동물약국,064-782-8875,제주특별자치도 제주시 구좌읍 세화리 1421-2번지,"제주특별자치도 제주시 구좌읍 구좌로 40, 1층",63361,구좌약국,186516.411688775,2988.29392174977
1762,동물약국,031-248-6742,경기도 오산시 세교동 500-11번지,"경기도 오산시 독산성로362번길 6-13, 201호 (세교동)",18102,스마일약국,203079.54720361,409098.559777331
1763,동물약국,224-3554,경기도 안산시 상록구 부곡동 533-11번지,"경기도 안산시 상록구 부곡로 128, 1층 (부곡동)",15304,정민약국,187860.142520314,425691.154967383
1764,동물약국,031-989-8764,경기도 김포시 북변동 826번지 사우테마프라자,"경기도 김포시 사우중로 83, 사우테마프라자 102,103호 (북변동)",10097,사우프라자약국,175277.625043687,457787.946686649
1765,동물약국,,서울특별시 강남구 역삼동 825-20번지 강남역 센트럴 푸르지오 시티,"서울특별시 강남구 테헤란로4길 6, 강남역 센트럴 푸르지오 시티 지하1층 b106호 (역삼동)",06232,강남역스타약국,202520.972243984,443946.832938881
1766,동물약국,,경기도 광주시 쌍령동 238-1번지,"경기도 광주시 경충대로1480번길 5, 101호 (쌍령동)",12791,늘품약국,223993.611035041,433323.907052589
1767,동물약국,,서울특별시 강서구 화곡동 1032-18번지,"서울특별시 강서구 강서로 193, 101호 (화곡동)",07707,행복나무약국,185643.042066174,449025.850746579
1768,동물약국,363-7272,부산광역시 북구 화명동 2287-3번지 레지던스라움,"부산광역시 북구 금곡대로285번길 5, 101호 (화명동, 레지던스라움)",46526,화인약국,383196.388224586,194567.559317151
1769,동물약국,02-540-8639,서울특별시 동작구 사당동 147-76번지,서울특별시 동작구 사당로 303 (사당동),07008,사랑약국,198259.950243293,442580.443702263
1770,동물약국,032-777-2812,인천광역시 중구 운남동 1524번지 허브빌딩,"인천광역시 중구 운남로 167, 허브빌딩 101호 (운남동)",22372,하늘약국,158622.970013253,443481.521355016
1771,동물약국,,서울특별시 송파구 가락동 164-19번지,서울특별시 송파구 동남로 209 (가락동),05820,도담약국,211520.090478574,443786.527564468
1772,동물약국,041-557-7588,충청남도 천안시 서북구 불당동 1480번지 골든스퀘어Ⅱ 111호,"충청남도 천안시 서북구 불당25로 226, 골든스퀘어Ⅱ 111호 (불당동)",31156,본약국,209736.245103466,368877.753530465
1773,동물약국,062-651-8828,광주광역시 서구 금호동 205-5번지 1층 102호,"광주광역시 서구 화개1로 45, 1층 102호 (금호동)",62012,밝은약국,186702.061415102,180994.06342915
1774,동물약국,,경기도 안산시 상록구 성포동 593-10번지 선경프라자,"경기도 안산시 상록구 예술광장1로 124, 선경프라자 105호 (성포동)",15291,성포대한약국,186145.745189507,424981.662518793
1775,동물약국,,인천광역시 서구 청라동 165-11번지 B12호,"인천광역시 서구 청라에메랄드로 79, B12,B13호 (청라동)",22738,청라큰사랑약국,169500.0,447843.875
1776,동물약국,,서울특별시 강남구 역삼동 825-8번지,"서울특별시 강남구 강남대로 376, 1층 1호 (역삼동)",06232,강남미약국,202468.633927792,443812.637643548
1777,동물약국,,대구광역시 동구 방촌동 887-9번지,"대구광역시 동구 동촌로 231, 1층 (방촌동)",41146,유일약국,350354.429320192,265887.820562668
1778,동물약국,,경기도 안양시 동안구 호계동 1045번지,경기도 안양시 동안구 동안로 128 (호계동),14072,우리온누리약국,195657.121538249,432032.278053055
1779,동물약국,053-323-4268,대구광역시 북구 동천동 892-3 동천 메디빌 빌딩 101호,"대구광역시 북구 팔거천동로 222, 동천 메디빌 빌딩 101호 (동천동)",41423,칠곡별약국,340568.194145577,272606.540989631
1780,동물약국,,경상북도 경산시 사동 35,"경상북도 경산시 백자로 78, 103호 (사동)",38604,미래약국,358616.641449641,258354.397786819
1781,동물약국,02-942-0700,서울특별시 성북구 장위동 203-4,"서울특별시 성북구 장월로 146, 1층 (장위동)",02766,진약국,204449.408536018,457267.807955881
1782,동물약국,031-502-3400,경기도 안산시 상록구 월피동 509-1번지,경기도 안산시 상록구 광덕산2로 34 (월피동),15259,연두약국,186327.997542276,425876.366382104
1783,동물약국,,서울특별시 구로구 가리봉동 25-49번지,서울특별시 구로구 구로동로 33 (가리봉동),08322,남구로약국,189850.886443069,442492.289051143
1784,동물약국,992-4321,서울특별시 도봉구 쌍문동 88-116번지,서울특별시 도봉구 도봉로 473 (쌍문동),01443,은약국,202930.719612132,460627.306497219
1785,동물약국,,경상북도 포항시 북구 기계면 현내리 481-1번지,경상북도 포항시 북구 기계면 기계로 54,37528,기계약국,399111.246813892,287773.228202828
1786,동물약국,031-378-3893,경기도 오산시 궐동 78-4번지 죽산빌딩,"경기도 오산시 오산로 349, 죽산빌딩 1층 (궐동)",18115,기쁨약국,205863.828922325,406231.689624656
1787,동물약국,051-220-4476,부산광역시 사하구 하단동 872-13번지,부산광역시 사하구 낙동대로550번길 13 (하단동),49315,청년약국,379056.048786332,181121.995143434
1788,동물약국,053-637-3331,대구광역시 달성군 화원읍 천내리 40-8번지,대구광역시 달성군 화원읍 비슬로 2585,42955,화원동산약국,335458.781148908,257039.973377367
1789,동물약국,031-711-9988,경기도 성남시 분당구 수내동 74번지 푸른마을 아파트 A동 109호,"경기도 성남시 분당구 돌마로366번길 40, 푸른마을 아파트 A동 109호 (수내동)",13600,수내푸른약국,211069.191906089,429526.018881754
1790,동물약국,032-546-7870,인천광역시 계양구 효성동 275번지 104호,"인천광역시 계양구 새벌로 126, 104호 (효성동)",21110,아름다운 약국,174921.081164818,447365.565880514
1791,동물약국,02-985-1365,서울특별시 성북구 길음동 21-79번지,"서울특별시 성북구 동소문로 321, 1층 (길음동)",02729,365약국,202531.229613534,456256.003756565
1792,동물약국,052-294-0906,울산광역시 중구 남외동 489-3번지,울산광역시 중구 번영로 590 (남외동),44495,희망약국,412667.946873942,232445.389367504
1793,동물약국,,서울특별시 동작구 상도동 187-1번지,"서울특별시 동작구 상도로 153, 1층 (상도동)",06950,바른약국,194284.30185722,444582.345380427
1794,동물약국,0328122582,인천광역시 연수구 송도동 168-3 홈플러스 복합쇼핑몰(송도점),"인천광역시 연수구 송도국제대로 165, 홈플러스 복합쇼핑몰(송도점) 지하1층 (송도동)",21984,메디플러스약국,169499.618663809,430950.250482797
1795,동물약국,051-242-0606,부산광역시 서구 부민동2가 14-1번지,부산광역시 서구 구덕로 195 (부민동2가),49236,파랑새약국,384083.421194042,179985.715382526
1796,동물약국,,경상북도 포항시 남구 대잠동 469-2번지 세명빌딩,"경상북도 포항시 남구 포스코대로 144, 세명빌딩 (대잠동)",37679,이동약국,410994.2115023,283100.892418865
1797,동물약국,,경상남도 함안군 칠원읍 구성리 671번지 제일약국,"경상남도 함안군 칠원읍 성내길 7, 제일약국",52023,칠원제일약국,338072.457522373,202002.249844826
